20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, BrkFace, Plywood, Stone, TA, TA, CBlock, TA, Gd, Gd, BLQ, Unf, GasA, Fa, Y, SBrkr, TA, Typ, Gd, Attchd, Fin, TA, TA, P, NA, NA, NA, WD , Normal, 215000
20, RL, Pave, NA, Reg, Lvl, AllPub, FR3, Gtl, CollgCr, Feedr, Norm, 1Fam, 1Story, 8, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 220000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Hip, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 203000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 8, 5, Hip, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, PConc, Ex, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 279500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 210000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 219500
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 191000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 178000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 213000
120, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 144000
120, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 140000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 8, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 293200
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 190000
20, RL, Pave, NA, Reg, Lvl, AllPub, FR2, Gtl, CollgCr, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 190000
60, RL, Pave, NA, Reg, Lvl, AllPub, FR2, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 173500
60, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, CollgCr, Norm, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, BuiltIn, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 170000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Feedr, Norm, 1Fam, 1Story, 4, 5, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, CBlock, NA, NA, NA, NA, NA, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Fin, TA, TA, N, NA, MnPrv, NA, WD , Normal, 108000
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 7, Hip, CompShg, MetalSd, MetalSd, None, TA, Gd, PConc, TA, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Fin, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 167000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Mod, Edwards, Norm, Norm, 1Fam, 1Story, 4, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, Mn, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, Fa, Fa, Y, NA, NA, NA, WD , Normal, 100000
85, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, SFoyer, 7, 5, Gable, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, Slab, NA, NA, NA, NA, NA, GasA, Ex, Y, SBrkr, Gd, Typ, Ex, BuiltIn, RFn, TA, TA, Y, NA, NA, NA, ConLD, Normal, 198500
60, RL, Pave, NA, IR1, Bnk, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 2Story, 6, 6, Hip, CompShg, HdBoard, Plywood, BrkFace, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Fin, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 159500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 4, 6, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, GLQ, Unf, GasA, TA, Y, SBrkr, TA, Min1, NA, 2Types, Fin, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 127000
80, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, SLvl, 6, 6, Hip, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, CBlock, TA, TA, Av, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Fa, Detchd, Unf, TA, TA, Y, NA, GdWo, NA, WD , Abnorml, 125000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 9, 5, Hip, CompShg, CemntBd, CmentBd, Stone, Ex, TA, PConc, Ex, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 320000
180, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, TwnhsE, SFoyer, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, Wood, Gd, TA, Gd, GLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Basment, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 145500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 9, Hip, CompShg, VinylSd, VinylSd, None, TA, Ex, CBlock, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, NA, NA, NA, NA, Y, NA, NA, NA, WD , Normal, 118000
20, RL, Pave, NA, Reg, HLS, AllPub, Inside, Mod, Edwards, Norm, Norm, 1Fam, 1Story, 4, 5, Gable, CompShg, AsbShng, AsbShng, None, TA, TA, CBlock, TA, TA, No, LwQ, Rec, GasA, TA, Y, FuseA, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 85000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, Fa, TA, Mn, Rec, Unf, GasA, TA, Y, FuseA, TA, Min1, NA, Attchd, RFn, TA, TA, Y, NA, NA, Shed, WD , Normal, 120000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 4, 3, Gable, CompShg, WdShing, Wd Shng, None, TA, TA, Slab, NA, NA, NA, NA, NA, Wall, TA, N, FuseF, TA, Mod, NA, Detchd, Unf, TA, TA, N, NA, NA, NA, WD , Normal, 98000
30, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Feedr, Norm, 1Fam, 1Story, 5, 8, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, PConc, Fa, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, NA, NA, NA, NA, Y, NA, NA, NA, WD , Normal, 99900
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 3, 3, Flat, Tar&Grv, BrkComm, Brk Cmn, None, TA, TA, Slab, NA, NA, NA, NA, NA, GasW, Fa, N, FuseF, Fa, Min1, NA, Detchd, Unf, TA, Fa, Y, NA, NA, NA, WD , Normal, 82000
90, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, Duplex, 1Story, 5, 5, Hip, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, NA, NA, NA, NA, Y, NA, NA, NA, WD , Normal, 119900
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Min1, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 103500
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 1Story, 4, 3, Gable, CompShg, AsbShng, AsbShng, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, Ex, Y, FuseA, TA, Typ, NA, Basment, Unf, TA, TA, Y, NA, MnPrv, NA, COD, Abnorml, 112000
50, RL, Pave, Grvl, Reg, Lvl, AllPub, Corner, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 6, 8, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, BrkTil, TA, Fa, Mn, Unf, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, GdPrv, Shed, ConLI, Normal, 110000
50, RL, Pave, Grvl, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 5, 6, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 122000
50, RL, Pave, Grvl, Reg, Lvl, AllPub, Inside, Gtl, Edwards, Norm, Norm, 1Fam, 1.5Fin, 5, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, TA, No, LwQ, BLQ, GasA, Ex, Y, SBrkr, TA, Min2, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 117000
50, RH, Pave, Pave, Reg, Lvl, AllPub, Corner, Gtl, SWISU, Norm, Norm, 1Fam, 1.5Fin, 5, 4, Gable, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, PConc, TA, Fa, No, LwQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, Gd, Basment, Unf, TA, TA, Y, NA, NA, NA, WD , Abnorml, 160000
50, RH, Pave, Pave, IR2, Bnk, AllPub, Inside, Gtl, SWISU, Norm, Norm, 1Fam, 1.5Fin, 5, 5, Gable, CompShg, VinylSd, Stucco, None, TA, TA, BrkTil, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Abnorml, 159434
30, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, SWISU, Norm, Norm, 1Fam, 1Story, 2, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, Fa, No, Rec, Unf, GasA, TA, N, FuseF, Fa, Typ, NA, Detchd, Unf, TA, TA, N, NA, NA, NA, WD , Normal, 60000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SWISU, Norm, Norm, 1Fam, 1.5Fin, 6, 7, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, GdWo, NA, WD , Normal, 139500
75, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, SWISU, Norm, Norm, 1Fam, 2.5Fin, 7, 3, Gable, CompShg, Wd Sdng, Plywood, None, TA, TA, BrkTil, TA, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, TA, Basment, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 197000
70, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, SWISU, Feedr, Norm, 1Fam, 2Story, 6, 6, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, Gd, Y, FuseF, TA, Typ, Gd, Detchd, Unf, Fa, TA, Y, NA, NA, NA, WD , Normal, 105000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SWISU, Norm, Norm, 1Fam, 1.5Fin, 4, 3, Gable, CompShg, WdShing, Plywood, None, TA, TA, BrkTil, TA, TA, No, BLQ, Unf, GasA, TA, Y, SBrkr, Gd, Min2, TA, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 135000
30, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 6, 8, Gable, CompShg, Stucco, Stucco, None, Gd, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 147500
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SWISU, Norm, Norm, 1Fam, 1.5Fin, 6, 6, Gable, CompShg, WdShing, Wd Shng, None, TA, TA, BrkTil, TA, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Detchd, Unf, Fa, TA, Y, NA, MnPrv, NA, WD , Normal, 137450
70, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SWISU, Feedr, Norm, 1Fam, 2Story, 7, 9, Gable, CompShg, Wd Sdng, Wd Sdng, None, Gd, Gd, PConc, Gd, Gd, No, ALQ, BLQ, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 155000
50, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1.5Fin, 6, 6, Gable, CompShg, BrkFace, Stone, None, TA, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, Gd, Y, SBrkr, TA, Typ, TA, Detchd, Unf, Fa, Fa, Y, NA, NA, NA, WD , Normal, 177000
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SWISU, Norm, Norm, 1Fam, 1.5Fin, 7, 7, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, Gd, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 145000
70, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 2Story, 7, 8, Gambrel, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, BrkTil, TA, Fa, Mn, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, Fa, TA, Y, NA, MnPrv, NA, WD , Normal, 137000
70, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 2Story, 7, 9, Gambrel, CompShg, MetalSd, MetalSd, None, Gd, TA, BrkTil, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 234000
50, RL, Pave, NA, Reg, HLS, AllPub, Inside, Mod, Crawfor, Norm, Norm, 1Fam, 1.5Fin, 5, 6, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Min2, TA, Detchd, Unf, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 205000
70, RL, Pave, NA, IR1, Bnk, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 2Story, 6, 7, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, Fa, Y, SBrkr, Gd, Typ, Gd, Attchd, Unf, TA, TA, P, NA, NA, NA, WD , Normal, 177500
50, RL, Pave, NA, IR1, HLS, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1.5Fin, 5, 7, Gable, CompShg, MetalSd, MetalSd, None, Gd, Gd, BrkTil, TA, Fa, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Min2, TA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 160000
20, RL, Pave, Grvl, IR1, HLS, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 5, 4, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 155000
30, RL, Pave, Grvl, IR1, HLS, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, Gd, BrkTil, Gd, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 163500
50, RL, Pave, NA, IR1, Lvl, AllPub, FR2, Gtl, Crawfor, Norm, Norm, 1Fam, 1.5Fin, 5, 6, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, Fa, TA, Y, NA, NA, NA, WD , Normal, 154900
90, RL, Pave, NA, IR1, HLS, AllPub, Corner, Gtl, Crawfor, Norm, Norm, Duplex, 2.5Unf, 7, 6, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, BrkTil, TA, TA, No, LwQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 205000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Crawfor, Feedr, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, BrkFace, BrkFace, None, TA, Gd, BrkTil, TA, TA, Mn, Rec, ALQ, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Family, 144800
70, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 2Story, 7, 7, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, Fa, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 174500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 6, 6, Gable, CompShg, HdBoard, Plywood, Stone, TA, TA, CBlock, TA, TA, No, LwQ, BLQ, GasA, TA, Y, SBrkr, TA, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 193000
50, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1.5Fin, 5, 7, Gable, CompShg, BrkComm, Brk Cmn, None, TA, TA, BrkTil, TA, TA, No, BLQ, Rec, GasW, Fa, N, SBrkr, Fa, Maj2, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 158000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 6, 8, Gable, CompShg, HdBoard, HdBoard, None, TA, Gd, CBlock, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, GdPrv, NA, WD , Family, 158500
20, RL, Pave, NA, Reg, Bnk, AllPub, Corner, Mod, Crawfor, PosA, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, HdBoard, HdBoard, Stone, TA, TA, PConc, TA, TA, Av, LwQ, BLQ, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Basment, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 224000
160, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Blueste, Norm, Norm, Twnhs, 2Story, 6, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Detchd, Unf, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 115000
160, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Blueste, Norm, Norm, TwnhsE, 2Story, 6, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, Gd, CBlock, Gd, TA, Mn, ALQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 137000
160, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Blueste, Norm, Norm, Twnhs, 2Story, 6, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, Gd, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, Fin, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 121000
160, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Blueste, Norm, Norm, TwnhsE, 2Story, 6, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, Gd, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, Fin, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 124000
80, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, SLvl, 6, 6, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, Gd, CBlock, TA, TA, No, ALQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, TA, BuiltIn, Fin, TA, TA, Y, NA, NA, Shed, WD , Normal, 208000
20, RL, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 7, 9, Hip, CompShg, BrkFace, BrkFace, None, Gd, Gd, CBlock, Gd, TA, No, GLQ, ALQ, GasA, TA, Y, SBrkr, Ex, Min1, Gd, Attchd, Fin, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 315000
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, Crawfor, Norm, Norm, 1Fam, 1Story, 6, 9, Hip, CompShg, Wd Sdng, Plywood, BrkFace, Gd, Gd, CBlock, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 222000
70, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, IDOTRR, Norm, Norm, 1Fam, 2Story, 5, 7, Hip, CompShg, VinylSd, VinylSd, None, TA, Gd, CBlock, TA, Fa, No, Rec, Unf, GasA, Gd, Y, FuseA, TA, Typ, NA, Detchd, Unf, TA, Fa, Y, NA, NA, NA, WD , Normal, 147000
70, RM, Pave, NA, Reg, Bnk, AllPub, Inside, Gtl, IDOTRR, Norm, Norm, 1Fam, 2Story, 5, 6, Gambrel, CompShg, AsbShng, AsbShng, None, TA, TA, BrkTil, TA, TA, No, Unf, Unf, GasA, Ex, N, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 123000
70, RM, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, IDOTRR, Norm, Norm, 1Fam, 2Story, 5, 5, Gable, CompShg, Wd Sdng, Wd Shng, None, TA, TA, PConc, TA, TA, Mn, Unf, Unf, GasA, TA, N, SBrkr, TA, Typ, NA, Detchd, Unf, Fa, Fa, N, NA, GdWo, NA, WD , Normal, 78000
